category,title,creator,publication_year,description
movie,Ant-Man,Peyton Reed,2015,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world."
movie,Bridget Jones's Baby,Sharon Maguire,2016,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father."
movie,The VVitch: A New-England Folktale,Robert Eggers,2015,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession."
movie,Cinderella,Kenneth Branagh,2015,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."
movie,Realive,Mateo Gil,2016,"Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary »"
movie,Forushande,Asghar Farhadi,2016,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections."
movie,Love,Gaspar Noé,2015,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed."
movie,Billy Lynn's Long Halftime Walk,Ang Lee,2016,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.
movie,Crimson Peak,Guillermo del Toro,2015,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers."
movie,Drive,Nicolas Winding Refn,2011,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.
movie,Trainwreck,Judd Apatow,2015,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy."
movie,The Light Between Oceans,Derek Cianfrance,2016,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.
movie,Below Her Mouth,April Mullen,2016,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.
movie,Spotlight,Tom McCarthy,2015,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
movie,Morgan,Luke Scott,2016,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.
movie,Warrior,Gavin O'Connor,2011,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
movie,Captain America: The First Avenger,Joe Johnston,2011,"Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization."
movie,Hacker,Akan Satayev,2016,With the help of his new friends Alex Danyliuk turns to a life of crime and identity theft.
movie,Into the Wild,Sean Penn,2007,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
movie,The Imitation Game,Morten Tyldum,2014,"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians."
movie,Central Intelligence,Rawson Marshall Thurber,2016,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage."
movie,Edge of Tomorrow,Doug Liman,2014,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies."
movie,A Cure for Wellness,Gore Verbinski,2016,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem."
movie,Snowden,Oliver Stone,2016,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press."
movie,Iron Man,Jon Favreau,2008,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
movie,Allegiant,Robert Schwentke,2016,"After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them."
movie,X: First Class,Matthew Vaughn,2011,"In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III."
movie,Raw (II),Julia Ducournau,2016,"When a young vegetarian undergoes a carnivorous hazing ritual at vet school, an unbidden taste for meat begins to grow in her."
movie,Paterson,Jim Jarmusch,2016,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details."
movie,Bridesmaids,Paul Feig,2011,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef."
movie,The Girl with All the Gifts,Colm McCarthy,2016,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.
movie,San Andreas,Brad Peyton,2015,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter."
movie,Spring Breakers,Harmony Korine,2012,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer."
movie,Transformers,Michael Bay,2007,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager."
movie,Old Boy,Spike Lee,2013,"Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason."
movie,Thor: The Dark World,Alan Taylor,2013,"When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves."
movie,Gods of Egypt,Alex Proyas,2016,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict."
movie,Captain America: The Winter Soldier,Anthony Russo,2014,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
movie,Monster Trucks,Chris Wedge,2016,A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.
movie,A Dark Song,Liam Gavin,2016,A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.
